zipcode,borough,Population,Population Density,Housing Units,Median Home Value,Land Area,Water Area,Occupied Housing Units,Median Household Income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,Two Or More Races,Husband Wife Family Households,Single Guardian,Singles,Singles With Roommate,Households without Kids,Households with Kids,In Occupied Housing Units,Correctional Facility For Adults,Juvenile Facilities,Nursing Facilities,Other Institutional,College Student Housing,Military Quarters,Other Noninstitutional,Owned Households With A Mortgage,Owned Households Free & Clear,Renter Occupied Households,Households Vacant,For Rent,Rented & Unoccupied,For Sale Only,Sold & Unoccupied,For Season Recreational Or Occasional Use,For Migrant Workers,Vacant For Other Reasons,Studio Apartment,1 Bedroom,2 Bedroom,3+ Bedroom,Worked Full-time with Earnings,Worked Part-time with Earnings,No Earnings,"Car, truck, or van",Public transportation,Taxicab,Motorcycle,"Bicycle, Walked, or Other Means",Worked at Home,Less than High School Diploma,High School Graduate,Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Enrolled in Public School,Enrolled in Private School,Not Enrolled in School
10041,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10043,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044,Manhattan,11661.0,48251.0,4913.0,580400.0,0.24,0.0,4501.0,83066.0,5710.0,5951.0,5952.0,2482.0,26.0,2125.0,50.0,483.0,543.0,1703.0,644.0,1704.0,450.0,3388.0,1113.0,9763.0,0.0,0.0,1879.0,0.0,0.0,0.0,19.0,199.0,298.0,4004.0,412.0,248.0,9.0,63.0,18.0,41.0,0.0,33.0,758.0,1339.0,1199.0,721.0,4263.0,2070.0,4564.0,407.0,4253.0,111.0,0.0,730.0,176.0,1269.0,2508.0,305.0,1951.0,1701.0,724.0,891.0,760.0,362.0,48.0
10045,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10048,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065,Manhattan,32270.0,83533.0,22754.0,1000001.0,0.39,0.0,18544.0,115519.0,14360.0,17910.0,27771.0,566.0,24.0,2878.0,4.0,410.0,617.0,5821.0,945.0,9784.0,1994.0,16053.0,2491.0,31951.0,0.0,0.0,0.0,0.0,128.0,0.0,191.0,2897.0,2884.0,12763.0,4210.0,1291.0,62.0,597.0,155.0,1746.0,0.0,359.0,2037.0,6248.0,3081.0,1027.0,16569.0,4906.0,7728.0,1749.0,7644.0,1216.0,0.0,7507.0,1723.0,442.0,4240.0,735.0,10477.0,5897.0,3642.0,1565.0,1015.0,1609.0,122.0
10069,Manhattan,5199.0,49908.0,3146.0,966600.0,0.1,0.0,2696.0,170630.0,2451.0,2748.0,3750.0,186.0,3.0,1048.0,0.0,66.0,146.0,1108.0,161.0,1169.0,258.0,2115.0,581.0,5199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,199.0,1893.0,450.0,63.0,8.0,162.0,27.0,165.0,0.0,25.0,314.0,1244.0,521.0,48.0,2902.0,531.0,920.0,439.0,2072.0,114.0,0.0,461.0,189.0,0.0,412.0,141.0,1896.0,1157.0,591.0,112.0,150.0,248.0,46.0
10072,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10075,Manhattan,26121.0,141546.0,16493.0,805300.0,0.18,0.0,14622.0,102941.0,11205.0,14916.0,22970.0,521.0,24.0,1844.0,4.0,253.0,505.0,4540.0,723.0,7860.0,1499.0,12444.0,2178.0,25379.0,0.0,0.0,472.0,0.0,0.0,0.0,270.0,3373.0,2684.0,8565.0,1871.0,411.0,22.0,135.0,77.0,1010.0,0.0,216.0,1695.0,3776.0,1398.0,592.0,11490.0,4582.0,5824.0,1381.0,8490.0,793.0,10.0,2475.0,1236.0,469.0,2968.0,595.0,8893.0,4526.0,2404.0,895.0,831.0,1216.0,133.0
10079,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10095,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103,Manhattan,3.0,314.0,0.0,,0.01,0.0,0.0,,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,
10111,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119,Manhattan,92.0,5592.0,0.0,,0.02,0.0,0.0,,61.0,31.0,23.0,58.0,0.0,3.0,0.0,7.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128,Manhattan,60453.0,128441.0,35240.0,1000001.0,0.47,0.0,32306.0,96296.0,26876.0,33577.0,48582.0,2854.0,94.0,5817.0,21.0,1468.0,1617.0,10158.0,2537.0,15431.0,4180.0,26825.0,5481.0,59865.0,0.0,0.0,143.0,8.0,401.0,0.0,36.0,6015.0,3687.0,22604.0,2934.0,1197.0,101.0,219.0,135.0,974.0,0.0,308.0,3885.0,11144.0,5554.0,1448.0,26259.0,12162.0,13476.0,3210.0,22604.0,1554.0,99.0,4563.0,2490.0,2069.0,6975.0,1380.0,18741.0,10624.0,5526.0,1960.0,1689.0,5187.0,562.0
10129,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162,Manhattan,1685.0,148228.0,824.0,,0.01,0.0,801.0,168667.0,765.0,920.0,1519.0,17.0,0.0,98.0,0.0,14.0,37.0,356.0,56.0,331.0,58.0,560.0,241.0,1684.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,797.0,23.0,14.0,3.0,0.0,0.0,6.0,0.0,0.0,15.0,402.0,197.0,86.0,704.0,43.0,195.0,66.0,344.0,208.0,0.0,71.0,0.0,13.0,31.0,31.0,564.0,171.0,12.0,120.0,76.0,203.0,54.0
10163,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165,Manhattan,2.0,397.0,2.0,,0.01,0.0,2.0,,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10168,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10169,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10170,Manhattan,2.0,208.0,0.0,,0.01,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10171,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10172,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,Manhattan,2.0,421.0,0.0,,0.0,0.0,0.0,,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10174,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10175,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10176,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10177,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10178,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10179,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10184,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10185,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10197,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10199,Manhattan,9.0,349.0,1.0,,0.03,0.0,1.0,,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10211,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10212,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10213,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10242,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10249,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10257,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10258,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10261,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10275,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10276,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10277,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279,Manhattan,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10280,Manhattan,7853.0,56710.0,4962.0,685700.0,0.14,0.0,4053.0,129574.0,3786.0,4067.0,5464.0,235.0,9.0,1752.0,6.0,109.0,278.0,1545.0,300.0,1688.0,520.0,3165.0,888.0,7853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.0,283.0,2982.0,909.0,143.0,12.0,88.0,22.0,407.0,0.0,237.0,374.0,1482.0,1222.0,45.0,4826.0,1023.0,1263.0,476.0,2807.0,107.0,0.0,1809.0,258.0,154.0,950.0,273.0,2818.0,1494.0,587.0,414.0,703.0,353.0,68.0
10281,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282,Manhattan,4783.0,54674.0,2484.0,1000001.0,0.09,0.0,2215.0,230952.0,2331.0,2452.0,3756.0,115.0,2.0,645.0,2.0,89.0,174.0,1013.0,147.0,775.0,280.0,1506.0,709.0,4783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,23.0,2091.0,269.0,74.0,9.0,61.0,19.0,85.0,2.0,19.0,179.0,1165.0,604.0,447.0,2691.0,595.0,954.0,280.0,1769.0,107.0,0.0,851.0,111.0,74.0,236.0,247.0,1538.0,1356.0,433.0,204.0,688.0,817.0,161.0
10285,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10286,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301,Staten Island,39706.0,10852.0,16261.0,402300.0,3.66,0.01,14719.0,56848.0,19279.0,20427.0,21597.0,9762.0,232.0,2651.0,30.0,3741.0,1693.0,5362.0,3253.0,4952.0,1152.0,10109.0,4610.0,36992.0,0.0,0.0,658.0,0.0,1457.0,0.0,599.0,4301.0,1751.0,8667.0,1542.0,627.0,17.0,189.0,25.0,59.0,0.0,625.0,546.0,3291.0,2556.0,1601.0,11754.0,6411.0,12798.0,7762.0,6695.0,69.0,21.0,1046.0,450.0,3904.0,10745.0,1825.0,4610.0,2689.0,688.0,192.0,5190.0,1302.0,781.0
10302,Staten Island,19088.0,15982.0,6427.0,382000.0,1.19,0.0,6002.0,56841.0,9605.0,9483.0,9367.0,4010.0,155.0,814.0,27.0,3753.0,962.0,2704.0,1576.0,1397.0,325.0,3486.0,2516.0,18966.0,0.0,62.0,0.0,0.0,0.0,0.0,60.0,2319.0,717.0,2966.0,425.0,119.0,10.0,70.0,13.0,8.0,0.0,205.0,135.0,837.0,629.0,917.0,5243.0,2207.0,5412.0,3714.0,2463.0,0.0,0.0,497.0,83.0,2068.0,5826.0,666.0,1523.0,544.0,128.0,77.0,2763.0,509.0,279.0
10303,Staten Island,26337.0,8395.0,8811.0,325100.0,3.14,0.03,8239.0,51537.0,12625.0,13712.0,8918.0,9882.0,236.0,2079.0,11.0,3996.0,1215.0,3414.0,2784.0,1626.0,415.0,4340.0,3899.0,26263.0,0.0,40.0,0.0,0.0,0.0,0.0,34.0,3811.0,683.0,3745.0,572.0,224.0,32.0,74.0,12.0,15.0,0.0,215.0,68.0,1042.0,1202.0,1067.0,7610.0,3135.0,7880.0,5688.0,3474.0,0.0,0.0,304.0,124.0,2532.0,7520.0,1443.0,2163.0,1036.0,91.0,58.0,4669.0,457.0,675.0
10304,Staten Island,42193.0,10889.0,15467.0,403700.0,3.87,0.01,14438.0,53168.0,20206.0,21987.0,20187.0,12169.0,271.0,4028.0,16.0,4121.0,1401.0,6151.0,4009.0,3643.0,635.0,8844.0,5594.0,41038.0,6.0,50.0,555.0,0.0,0.0,0.0,544.0,5568.0,1798.0,7072.0,1029.0,404.0,15.0,112.0,30.0,49.0,1.0,418.0,449.0,1959.0,2627.0,1907.0,13664.0,6233.0,14008.0,9231.0,7466.0,29.0,0.0,739.0,522.0,5327.0,12742.0,1712.0,4393.0,2087.0,902.0,292.0,6629.0,1337.0,982.0
10305,Staten Island,41749.0,9819.0,16187.0,415300.0,4.25,0.02,15145.0,70758.0,20292.0,21457.0,31831.0,1828.0,119.0,4558.0,30.0,2348.0,1035.0,7686.0,2819.0,3934.0,706.0,10086.0,5059.0,41045.0,0.0,25.0,35.0,0.0,0.0,47.0,597.0,6748.0,2266.0,6131.0,1042.0,393.0,19.0,138.0,27.0,69.0,0.0,396.0,279.0,1603.0,2044.0,1138.0,13292.0,6281.0,14609.0,10138.0,6401.0,27.0,0.0,828.0,316.0,4340.0,13705.0,2190.0,5774.0,2801.0,526.0,291.0,5031.0,1751.0,481.0
